Time, PC 1, PC 2, NPJ regime
2006-10-22T00:00:00.000000000,-0.9717221755695499,0.2638688612211281,retraction
2006-10-23T00:00:00.000000000,-1.0698078099929704,0.3048997715629385,retraction
2006-10-24T00:00:00.000000000,-1.0935347138242975,0.3335203675206521,retraction
2006-10-25T00:00:00.000000000,-0.8382613729370246,0.20939933168743044,origin
2006-10-26T00:00:00.000000000,-0.6894103538487342,-0.3087621551487814,origin
2006-10-27T00:00:00.000000000,-0.6890548699190687,-1.1960201260561745,equatorward shift
2006-10-28T00:00:00.000000000,-0.6706706161524788,-1.660998266419793,equatorward shift
2006-10-29T00:00:00.000000000,-0.3966496403973529,-1.9533362375879657,equatorward shift
2006-10-30T00:00:00.000000000,-0.1953915798249305,-1.9550591182012187,equatorward shift
2006-10-31T00:00:00.000000000,0.2802587165455262,-1.9784926693574674,equatorward shift
2006-11-01T00:00:00.000000000,0.8736128485949708,-2.000322993053157,equatorward shift
2006-11-02T00:00:00.000000000,1.2687070741369657,-1.6615063410199589,equatorward shift
2006-11-03T00:00:00.000000000,1.6452546989467698,-1.462078521037248,extension
2006-11-04T00:00:00.000000000,1.7861425940175903,-1.2714505961379252,extension
2006-11-05T00:00:00.000000000,1.6397486048865408,-1.3590330095546126,extension
2006-11-06T00:00:00.000000000,1.60039800070149,-1.0910047606189477,extension
2006-11-07T00:00:00.000000000,0.8952269330274408,-0.3391621587067933,origin
2006-11-08T00:00:00.000000000,0.5779296774799252,0.3491713486759613,origin
2006-11-09T00:00:00.000000000,1.0325244611172453,0.38763204015156705,extension
2006-11-10T00:00:00.000000000,1.1613646262999584,0.19804036565200214,extension
2006-11-11T00:00:00.000000000,1.0574174412481736,-0.15606458178771898,extension
2006-11-12T00:00:00.000000000,1.1636650712344108,-0.19313070171850227,extension
2006-11-13T00:00:00.000000000,0.8912366172287076,-0.22700204919218417,origin
2006-11-14T00:00:00.000000000,0.7355981729824006,-0.9975869371440934,equatorward shift
2006-11-15T00:00:00.000000000,0.31991308260241325,-1.3646389154956804,equatorward shift
2006-11-16T00:00:00.000000000,0.6160531566578856,-1.0454077659856735,equatorward shift
2006-11-17T00:00:00.000000000,0.8915219523283208,-1.4458087495377472,equatorward shift
2006-11-18T00:00:00.000000000,0.3472524873932428,-1.9491091951134691,equatorward shift
2006-11-19T00:00:00.000000000,0.030526186551383155,-2.260718696008871,equatorward shift
2006-11-20T00:00:00.000000000,0.15748295405331236,-2.3794420870293616,equatorward shift
2006-11-21T00:00:00.000000000,0.1664487073890902,-2.1094756018772642,equatorward shift
2006-11-22T00:00:00.000000000,-0.1737405137217616,-1.6385620422628335,equatorward shift
2006-11-23T00:00:00.000000000,-0.5322628699257925,-1.1465113190042682,equatorward shift
2006-11-24T00:00:00.000000000,-0.45324958131527177,-0.7151404054150451,origin
2006-11-25T00:00:00.000000000,-0.612917322063312,-0.44826991168304803,origin
2006-11-26T00:00:00.000000000,-0.48978169681369393,-1.1560120149742208,equatorward shift
2006-11-27T00:00:00.000000000,-0.920604056848623,-0.8620571558013098,retraction
2006-11-28T00:00:00.000000000,-1.4542351389334027,-0.2811180907442203,retraction
2006-11-29T00:00:00.000000000,-1.1652699838201102,0.08083366162864268,retraction
2006-11-30T00:00:00.000000000,-0.9452555505619377,0.1323376966714673,origin
2006-12-01T00:00:00.000000000,-0.7938066803922542,-0.16028459421598912,origin
2006-12-02T00:00:00.000000000,0.051170472936900864,0.291623220360876,origin
2006-12-03T00:00:00.000000000,0.35893486924281814,1.0647944798092432,poleward shift
2006-12-04T00:00:00.000000000,0.4333034256669891,1.5118377700528434,poleward shift
2006-12-05T00:00:00.000000000,0.9982699975933373,1.321508536937624,poleward shift
2006-12-06T00:00:00.000000000,1.5810975001873289,0.6037819102358639,extension
2006-12-07T00:00:00.000000000,1.367421219063772,0.5550162302402536,extension
2006-12-08T00:00:00.000000000,0.9727506497024874,0.343221628446413,extension
2006-12-09T00:00:00.000000000,0.6136547637645812,0.6610706024383655,origin
2006-12-10T00:00:00.000000000,0.6614403026627447,0.9290773024888045,poleward shift
2006-12-11T00:00:00.000000000,0.8118484330328247,1.197011948288282,poleward shift
2006-12-12T00:00:00.000000000,0.9717460473858268,1.120642153226059,poleward shift
2006-12-13T00:00:00.000000000,0.6314474722233043,0.6275987245737673,origin
2006-12-14T00:00:00.000000000,-0.12238209295359903,0.26729307723033535,origin
2006-12-15T00:00:00.000000000,-0.7441065023544161,0.4992250180280177,origin
2006-12-16T00:00:00.000000000,-1.0851681149995145,0.4709696266877606,retraction
2006-12-17T00:00:00.000000000,-1.4076120858769878,0.6158437777281615,retraction
2006-12-18T00:00:00.000000000,-1.2334727465884665,1.741734805916341,poleward shift
2006-12-19T00:00:00.000000000,-0.20973801902773384,2.299472218153291,poleward shift
2006-12-20T00:00:00.000000000,0.8202747894648086,1.3476982767225505,poleward shift
2006-12-21T00:00:00.000000000,0.8786652188044785,0.7940968738096651,extension
2006-12-22T00:00:00.000000000,0.46611111116384324,0.6866085140611426,origin
2006-12-23T00:00:00.000000000,0.24636467529093886,0.9528910315868059,origin
2006-12-24T00:00:00.000000000,0.3975325011556547,0.9467443695447234,poleward shift
2006-12-25T00:00:00.000000000,0.7885547935978683,0.8950854987937136,poleward shift
2006-12-26T00:00:00.000000000,0.8243199356576726,0.3393412880834877,origin
2006-12-27T00:00:00.000000000,-0.03886603322477306,0.36028142432127575,origin
2006-12-28T00:00:00.000000000,0.07738495665523908,0.7765137352522293,origin
2006-12-29T00:00:00.000000000,0.49343085634116635,0.7929795887742391,origin
2006-12-30T00:00:00.000000000,0.3299133963595436,1.2488609150374308,poleward shift
2006-12-31T00:00:00.000000000,0.7716317234907223,1.193346662735562,poleward shift
